symbol,display_symbol,name_en,name_local,sector,description,price,change_pct,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,target_price,upside_pct,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,composite_score,near_count
124500.KQ,124500,124500.KQ,124500.KQ,Unknown,No description,52000.0,-3.7,51.6,71900.0,6240.0,-27.7,1.59,,,,Uptrend,4,53212.0,-2.28,False,40094.0,29.7,False,29000.0,79.31,False,50.0,0
032500.KQ,032500,032500.KQ,032500.KQ,Unknown,No description,28550.0,-4.67,50.4,34100.0,7800.0,-16.3,0.54,,,,Strong Uptrend,5,24487.0,16.59,False,19996.0,42.78,False,16170.0,76.56,False,51.0,0
033790.KQ,033790,033790.KQ,033790.KQ,Unknown,No description,14190.0,0.07,80.5,14190.0,3575.0,0.0,0.3,,,,Strong Uptrend,5,7395.0,91.89,False,6211.0,128.47,False,5286.0,168.44,False,15.0,0
161580.KQ,161580,161580.KQ,161580.KQ,Unknown,No description,49450.0,-5.27,59.4,57300.0,28950.0,-13.7,0.95,,,,Uptrend,4,45562.0,8.53,False,45141.0,9.55,False,40134.0,23.21,False,45.0,0
204270.KQ,204270,204270.KQ,204270.KQ,Unknown,No description,19650.0,-6.87,57.2,29450.0,13700.0,-33.3,1.69,,,,Downtrend,2,19391.0,1.34,True,20254.0,-2.98,False,19712.0,-0.31,True,40.0,2
056190.KQ,056190,056190.KQ,056190.KQ,Unknown,No description,32050.0,-1.08,62.0,35650.0,19819.0,-10.1,1.18,,,,Strong Uptrend,5,30231.0,6.02,False,27098.0,18.27,False,25167.0,27.35,False,51.0,0
328130.KQ,328130,328130.KQ,328130.KQ,Unknown,No description,38450.0,0.65,57.4,57600.0,31800.0,-33.2,0.94,,,,Strong Downtrend,1,37802.0,1.71,True,38911.0,-1.18,True,42011.0,-8.48,False,29.0,2
171090.KQ,171090,171090.KQ,171090.KQ,Unknown,No description,109700.0,-4.19,57.4,131000.0,33750.0,-16.3,0.75,,,,Strong Uptrend,5,100528.0,9.12,False,76191.0,43.98,False,57942.0,89.33,False,51.0,0
086450.KQ,086450,086450.KQ,086450.KQ,Unknown,No description,24900.0,-1.58,51.2,29900.0,15140.0,-16.7,0.31,,,,Strong Uptrend,5,21700.0,14.75,False,19767.0,25.97,False,18794.0,32.49,False,51.0,0
082270.KQ,082270,082270.KQ,082270.KQ,Unknown,No description,25000.0,-1.38,36.6,69800.0,23100.0,-64.2,0.52,,,,Strong Downtrend,1,35891.0,-30.34,False,34086.0,-26.66,False,43095.0,-41.99,False,10.0,0
078160.KQ,078160,078160.KQ,078160.KQ,Unknown,No description,27100.0,0.74,64.7,27100.0,8100.0,0.0,1.04,,,,Strong Uptrend,5,22852.0,18.59,False,20044.0,35.2,False,15827.0,71.23,False,45.0,0
295310.KQ,295310,295310.KQ,295310.KQ,Unknown,No description,91300.0,4.82,52.0,112100.0,19560.0,-18.6,0.99,,,,Strong Uptrend,5,88525.0,3.13,False,66818.0,36.64,False,46943.0,94.49,False,51.0,0
253450.KQ,253450,253450.KQ,253450.KQ,Unknown,No description,35250.0,-0.42,42.5,56000.0,33400.0,-37.1,0.88,,,,Strong Downtrend,0,40165.0,-12.24,False,41002.0,-14.03,False,44075.0,-20.02,False,8.0,0
044490.KQ,044490,044490.KQ,044490.KQ,Unknown,No description,52800.0,-3.12,58.3,57300.0,13830.0,-7.9,0.41,,,,Strong Uptrend,5,42136.0,25.31,False,34592.0,52.64,False,33218.0,58.95,False,45.0,0
121600.KQ,121600,121600.KQ,121600.KQ,Unknown,No description,86100.0,0.12,66.5,88800.0,44188.0,-3.0,0.82,,,,Strong Uptrend,5,68988.0,24.8,False,62558.0,37.63,False,57502.0,49.73,False,25.0,0
348370.KQ,348370,348370.KQ,348370.KQ,Unknown,No description,47600.0,-0.52,52.2,97900.0,29950.0,-51.4,0.7,,,,Strong Downtrend,0,57526.0,-17.25,False,63457.0,-24.99,False,66578.0,-28.5,False,11.0,0
056080.KQ,056080,056080.KQ,056080.KQ,Unknown,No description,27750.0,2.02,56.8,45700.0,7310.0,-39.3,2.96,,,,Uptrend,4,29723.0,-6.64,False,23041.0,20.44,False,17045.0,62.8,False,44.0,0
174900.KQ,174900,174900.KQ,174900.KQ,Unknown,No description,52000.0,-6.14,44.5,89100.0,8960.0,-41.6,0.77,,,,Neutral,3,62094.0,-16.26,False,51795.0,0.4,True,32323.0,60.88,False,26.0,1
358570.KQ,358570,358570.KQ,358570.KQ,Unknown,No description,15760.0,-3.84,58.3,24000.0,11610.0,-34.3,1.11,,,,Strong Downtrend,1,14357.0,9.77,False,15662.0,0.63,True,17153.0,-8.12,False,25.0,1
126340.KQ,126340,126340.KQ,126340.KQ,Unknown,No description,141100.0,6.89,59.7,151300.0,23252.0,-6.7,1.29,,,,Strong Uptrend,5,122093.0,15.57,False,96069.0,46.87,False,66061.0,113.59,False,45.0,0
074600.KQ,074600,074600.KQ,074600.KQ,Unknown,No description,39000.0,1.04,67.5,39000.0,16111.0,0.0,1.24,,,,Strong Uptrend,5,32242.0,20.96,False,27034.0,44.26,False,23168.0,68.34,False,25.0,0
476060.KQ,476060,476060.KQ,476060.KQ,Unknown,No description,22000.0,-3.93,49.2,26300.0,5025.0,-16.3,0.76,,,,Strong Uptrend,5,21250.0,3.53,False,19641.0,12.01,False,14135.0,55.64,False,51.0,0
372320.KQ,372320,372320.KQ,372320.KQ,Unknown,No description,64400.0,3.21,66.5,64400.0,26000.0,0.0,0.53,,,,Strong Uptrend,5,52580.0,22.48,False,48608.0,32.49,False,41698.0,54.44,False,25.0,0
094170.KQ,094170,094170.KQ,094170.KQ,Unknown,No description,47850.0,2.68,80.7,47850.0,16244.0,0.0,0.58,,,,Strong Uptrend,5,31327.0,52.74,False,28907.0,65.53,False,23563.0,103.07,False,15.0,0
365340.KQ,365340,365340.KQ,365340.KQ,Unknown,No description,78800.0,0.13,69.1,81800.0,30250.0,-3.7,0.69,,,,Strong Uptrend,5,63806.0,23.5,False,54001.0,45.92,False,45248.0,74.15,False,25.0,0
050890.KQ,050890,050890.KQ,050890.KQ,Unknown,No description,15930.0,-5.07,53.5,18160.0,6028.0,-12.3,0.32,,,,Strong Uptrend,5,12272.0,29.81,False,9957.0,59.99,False,8366.0,90.41,False,51.0,0
006730.KQ,006730,006730.KQ,006730.KQ,Unknown,No description,14840.0,-0.13,60.7,18580.0,5457.0,-20.1,1.44,,,,Uptrend,4,15013.0,-1.15,True,13519.0,9.77,False,11230.0,32.15,False,49.0,1
033100.KQ,033100,033100.KQ,033100.KQ,Unknown,No description,59900.0,-1.8,70.6,63100.0,29377.0,-5.1,3.65,,,,Strong Uptrend,5,50778.0,17.96,False,43567.0,37.49,False,39635.0,51.13,False,20.0,0
036810.KQ,036810,036810.KQ,036810.KQ,Unknown,No description,43700.0,-3.53,54.5,49550.0,16188.0,-11.8,0.79,,,,Strong Uptrend,5,41536.0,5.21,False,36494.0,19.75,False,29924.0,46.04,False,51.0,0
032190.KQ,032190,032190.KQ,032190.KQ,Unknown,No description,24100.0,-1.43,50.2,30600.0,11160.0,-21.2,0.81,,,,Uptrend,4,24964.0,-3.46,False,21785.0,10.63,False,19216.0,25.42,False,45.0,0
241710.KQ,241710,241710.KQ,241710.KQ,Unknown,No description,85300.0,-1.73,57.3,103000.0,40737.0,-17.2,1.27,,,,Strong Uptrend,5,83887.0,1.68,True,77313.0,10.33,False,69197.0,23.27,False,55.0,1
399720.KQ,399720,399720.KQ,399720.KQ,Unknown,No description,75200.0,-5.88,64.1,79900.0,38700.0,-5.9,1.48,,,,Strong Uptrend,5,65250.0,15.25,False,58978.0,27.51,False,52642.0,42.85,False,45.0,0
009520.KQ,009520,009520.KQ,009520.KQ,Unknown,No description,21450.0,5.93,69.2,21450.0,10454.0,0.0,7.56,,,,Strong Uptrend,5,18784.0,14.19,False,17526.0,22.39,False,15262.0,40.55,False,25.0,0
102710.KQ,102710,102710.KQ,102710.KQ,Unknown,No description,61800.0,-1.12,64.6,62700.0,24721.0,-1.4,0.76,,,,Uptrend,4,55318.0,11.72,False,51039.0,21.08,False,45715.0,35.19,False,39.0,0
033500.KQ,033500,033500.KQ,033500.KQ,Unknown,No description,29750.0,-1.82,64.1,33598.0,21214.0,-11.5,1.0,,,,Neutral,3,27158.0,9.54,False,27115.0,9.72,False,27031.0,10.06,False,39.0,0
199800.KQ,199800,199800.KQ,199800.KQ,Unknown,No description,94700.0,4.3,67.9,99900.0,27000.0,-5.2,0.73,,,,Strong Uptrend,5,60007.0,57.81,False,59447.0,59.3,False,47711.0,98.49,False,25.0,0
046890.KQ,046890,046890.KQ,046890.KQ,Unknown,No description,14800.0,1.79,77.3,14800.0,5830.0,0.0,5.78,,,,Strong Uptrend,5,9723.0,52.22,False,8004.0,84.91,False,7378.0,100.6,False,15.0,0
053610.KQ,053610,053610.KQ,053610.KQ,Unknown,No description,77600.0,-0.26,73.8,77900.0,21045.0,-0.4,0.9,,,,Strong Uptrend,5,57696.0,34.5,False,45977.0,68.78,False,36426.0,113.03,False,15.0,0
