symbol,display_symbol,name_en,name_local,sector,description,price,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,target_price,upside_pct,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,composite_score,near_count
ABT,ABT,Abbott Laboratories,Abbott Laboratories,헬스케어,"Abbott Laboratories, together with its subsidiaries, discovers, develops, manufactures, and sells health care products w",91.13,26.0,135.32,91.13,-32.7,1.1,25.5,118.64,30.2,Strong Downtrend,0,106.17,-14.17,False,114.53,-20.43,False,122.01,-25.31,False,25.0,0
ABBV,ABBV,AbbVie Inc.,AbbVie Inc.,헬스케어,"AbbVie Inc., a research-based biopharmaceutical company, engages in the research and development, manufacturing, commerc",198.71,35.1,238.71,171.84,-16.8,1.19,84.2,249.27,25.4,Strong Downtrend,1,216.36,-8.16,False,218.86,-9.21,False,208.67,-4.77,False,35.0,0
ACN,ACN,Accenture plc,Accenture plc,기술,"Accenture plc provides strategy and consulting, industry X, song, and technology and operation services in the Americas,",178.36,34.7,318.9,178.28,-44.1,0.87,14.6,250.51,40.5,Strong Downtrend,0,206.37,-13.57,False,234.11,-23.81,False,252.0,-29.22,False,25.0,0
AES,AES,The AES Corporation,The AES Corporation,유틸리티,"The AES Corporation, together with its subsidiaries, operates as a power generation and utility company. It operates thr",14.49,53.3,17.28,9.27,-16.1,1.95,11.1,15.11,4.3,Uptrend,4,14.89,-2.69,False,14.39,0.69,True,13.33,8.7,False,58.0,1
AFL,AFL,Aflac Incorporated,Aflac Incorporated,금융 서비스,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates in t",114.62,60.5,116.85,96.54,-1.9,0.88,16.8,111.86,-2.4,Strong Uptrend,5,111.69,2.62,False,110.6,3.63,False,107.29,6.83,False,42.0,0
A,A,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",헬스케어,"Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics, and applied chemica",115.55,46.1,156.56,104.38,-26.2,0.82,25.5,160.69,39.1,Strong Downtrend,1,119.57,-3.36,False,131.39,-12.06,False,126.82,-8.89,False,50.0,0
AKAM,AKAM,"Akamai Technologies, Inc.","Akamai Technologies, Inc.",기술,"Akamai Technologies, Inc. engages in the provision of security, delivery, and cloud computing solutions in the United St",95.25,41.1,119.15,70.53,-20.1,0.71,31.0,112.28,17.9,Uptrend,4,103.13,-7.64,False,95.48,-0.24,True,86.21,10.49,False,54.0,1
APD,APD,"Air Products and Chemicals, Inc.","Air Products and Chemicals, Inc.",원자재,"Air Products and Chemicals, Inc. provides atmospheric gases, process and specialty gases, equipment, and related service",301.76,62.9,303.65,227.66,-0.6,0.65,,317.14,5.1,Uptrend,4,284.52,6.06,False,267.74,12.71,False,271.23,11.26,False,39.0,0
ALB,ALB,Albemarle Corporation,Albemarle Corporation,원자재,"Albemarle Corporation provides energy storage solutions worldwide. It operates through three segments: Energy Storage, S",188.33,52.8,215.62,54.14,-12.7,0.92,,196.56,4.4,Strong Uptrend,5,174.72,7.79,False,156.13,20.62,False,115.37,63.24,False,48.0,0
ARE,ARE,"Alexandria Real Estate Equities, Inc.","Alexandria Real Estate Equities, Inc.",부동산·리츠,"Alexandria Real Estate Equities, Inc. an S&P 500 company, is a best-in-class, mission-driven life science REIT making a ",47.4,51.8,83.51,42.61,-43.2,0.73,,57.86,22.1,Strong Downtrend,0,49.42,-4.09,False,49.99,-5.18,False,61.6,-23.05,False,23.0,0
ALLE,ALLE,Allegion plc,Allegion plc,산업재,Allegion plc engages in the provision of security products and solutions worldwide. It is operating through two segments,146.1,50.2,179.09,134.79,-18.4,0.89,19.6,173.17,18.5,Strong Downtrend,0,153.56,-4.86,False,157.94,-7.5,False,158.62,-7.89,False,40.0,0
LNT,LNT,Alliant Energy Corporation,Alliant Energy Corporation,유틸리티,Alliant Energy Corporation operates as a utility holding company that provides regulated electric and natural gas servic,72.31,53.0,73.72,58.14,-1.9,1.14,23.0,77.09,6.6,Strong Uptrend,5,70.79,2.15,False,68.34,5.81,False,65.66,10.13,False,48.0,0
MO,MO,"Altria Group, Inc.","Altria Group, Inc.",필수 소비재,"Altria Group, Inc., through its subsidiaries, manufactures and sells smokeable and oral tobacco products in the United S",66.88,57.1,68.55,52.63,-2.4,1.15,16.2,65.58,-1.9,Strong Uptrend,5,65.47,2.15,False,61.26,9.17,False,60.32,10.88,False,42.0,0
ALL,ALL,The Allstate Corporation,The Allstate Corporation,금융 서비스,"The Allstate Corporation, together with its subsidiaries, provides property and casualty, and other insurance products i",212.88,51.8,218.23,188.16,-2.5,0.87,5.6,240.0,12.7,Strong Uptrend,5,208.38,2.16,False,205.87,3.41,False,202.47,5.14,False,61.0,0
AMCR,AMCR,Amcor plc,Amcor plc,경기 소비재,"Amcor plc, together with its subsidiaries, engages in the production and sale of packaging products in Europe, North Ame",38.95,40.1,49.92,38.11,-22.0,0.84,29.3,50.22,28.9,Downtrend,2,43.37,-10.19,False,42.46,-8.27,False,43.07,-9.57,False,49.0,0
AEE,AEE,Ameren Corporation,Ameren Corporation,유틸리티,"Ameren Corporation, together with its subsidiaries, operates as a public utility holding company in the United States. T",111.12,51.0,114.32,91.67,-2.8,0.82,20.8,120.53,8.5,Strong Uptrend,5,109.44,1.54,True,105.1,5.73,False,101.34,9.65,False,52.0,1
AXP,AXP,American Express Company,American Express Company,금융 서비스,"American Express Company, together with its subsidiaries, operates as an integrated payments company in the United State",314.08,47.0,382.83,262.06,-18.0,1.01,19.6,359.98,14.6,Strong Downtrend,1,320.67,-2.06,False,342.94,-8.42,False,328.44,-4.37,False,40.0,0
AIG,AIG,"American International Group, Inc.","American International Group, Inc.",금융 서비스,"American International Group, Inc. provides insurance products for commercial, institutional, and individual customers i",75.14,42.4,86.08,71.47,-12.7,1.1,13.8,86.45,15.1,Strong Downtrend,1,76.79,-2.15,False,77.33,-2.83,False,78.61,-4.41,False,39.0,0
AMT,AMT,American Tower Corporation,American Tower Corporation,부동산·리츠,American Tower Corporation is one of the largest global real estate investment trusts. It is a leading independent owner,178.21,51.8,225.84,165.62,-21.1,1.0,33.0,215.45,20.9,Downtrend,2,178.81,-0.34,True,176.98,0.69,True,188.78,-5.6,False,53.0,2
AWK,AWK,"American Water Works Company, Inc.","American Water Works Company, Inc.",유틸리티,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United State",132.42,46.1,145.54,122.12,-9.0,0.96,23.3,139.45,5.3,Downtrend,2,133.28,-0.65,True,131.31,0.85,True,134.96,-1.88,True,42.0,3
AMP,AMP,"Ameriprise Financial, Inc.","Ameriprise Financial, Inc.",금융 서비스,"Ameriprise Financial, Inc., together with its subsidiaries, operates as a diversified financial services company in the ",464.12,55.5,543.89,430.4,-14.7,1.88,11.6,536.55,15.6,Strong Downtrend,0,467.14,-0.65,True,473.02,-1.88,True,488.33,-4.96,False,53.0,2
AMGN,AMGN,Amgen Inc.,Amgen Inc.,헬스케어,"Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide. The company's principal product",344.55,42.8,388.16,254.3,-11.2,0.9,24.2,352.73,2.4,Uptrend,4,360.36,-4.39,False,344.03,0.15,True,313.63,9.86,False,42.0,1
AME,AME,"AMETEK, Inc.","AMETEK, Inc.",산업재,"AMETEK, Inc. manufactures and sells electronic instruments (EIG) and electromechanical (EMG) devices in the United State",232.95,57.3,241.08,165.21,-3.4,0.92,36.3,250.0,7.3,Strong Uptrend,5,226.36,2.91,False,214.95,8.37,False,198.48,17.37,False,45.0,0
APH,APH,Amphenol Corporation,Amphenol Corporation,기술,"Amphenol Corporation, together with its subsidiaries, designs, manufactures, and markets electrical, electronic, and fib",149.71,62.0,165.92,75.32,-9.8,0.63,44.8,169.78,13.4,Neutral,3,138.84,7.83,False,139.25,7.51,False,123.25,21.47,False,39.0,0
AON,AON,Aon plc,Aon plc,금융 서비스,"Aon plc operates as a professional services firm in the United States, rest of the Americas, the United Kingdom, Ireland",321.14,45.9,375.37,309.97,-14.4,0.6,18.9,389.95,21.4,Strong Downtrend,0,327.31,-1.89,True,337.24,-4.77,False,347.87,-7.68,False,44.0,1
APA,APA,APA Corporation,APA Corporation,에너지,"APA Corporation, an independent energy company, explores for, develops, and produces natural gas, crude oil, and natural",37.73,50.6,44.09,14.86,-14.4,0.54,9.5,41.41,9.8,Strong Uptrend,5,33.91,11.27,False,29.18,29.3,False,24.65,53.06,False,61.0,0
APO,APO,"Apollo Global Management, Inc.","Apollo Global Management, Inc.",금융 서비스,"Apollo Global Management, Inc. is a private equity firm specializing in investments in credit, private equity, infrastru",124.26,62.5,154.24,100.3,-19.4,0.75,22.4,139.06,11.9,Strong Downtrend,1,116.15,6.98,False,126.98,-2.14,False,131.27,-5.34,False,36.0,0
APTV,APTV,Aptiv PLC,Aptiv PLC,경기 소비재,"Aptiv PLC, an industrial technology company, provides hardware and software solutions to support automotive and other in",60.1,38.2,88.67,55.06,-32.2,0.64,80.1,87.09,44.9,Strong Downtrend,1,70.96,-15.3,False,74.96,-19.82,False,74.94,-19.8,False,29.0,0
ACGL,ACGL,Arch Capital Group Ltd.,Arch Capital Group Ltd.,금융 서비스,"Arch Capital Group Ltd., together with its subsidiaries, provides insurance, reinsurance, and mortgage insurance product",96.19,48.2,101.98,84.72,-5.7,0.77,8.3,109.11,13.4,Uptrend,4,96.93,-0.76,True,94.9,1.36,True,92.64,3.83,False,63.0,2
ADM,ADM,Archer-Daniels-Midland Company,Archer-Daniels-Midland Company,필수 소비재,"Archer-Daniels-Midland Company provides human and animal nutrition ingredients and solutions in the United States, Switz",69.23,48.2,73.83,45.85,-6.2,0.59,31.0,66.6,-3.8,Strong Uptrend,5,69.19,0.06,True,64.47,7.38,False,60.01,15.36,False,39.0,1
ARES,ARES,Ares Management Corporation,Ares Management Corporation,금융 서비스,Ares Management Corporation operates as an alternative asset manager. Its Direct Lending Group segment provides financin,115.23,53.7,187.77,95.2,-38.6,0.47,67.4,144.29,25.2,Strong Downtrend,0,115.75,-0.45,True,137.24,-16.04,False,151.94,-24.16,False,34.0,1
ANET,ANET,"Arista Networks, Inc.","Arista Networks, Inc.",기술,"Arista Networks, Inc. engages in the development, marketing, and sale of data-driven, client to cloud networking solutio",176.91,74.2,177.73,75.29,-0.5,1.06,64.6,179.75,1.6,Uptrend,4,139.57,26.75,False,135.59,30.47,False,129.22,36.91,False,1.0,0
AJG,AJG,Arthur J. Gallagher & Co.,Arthur J. Gallagher & Co.,금융 서비스,"Arthur J. Gallagher & Co., together with its subsidiaries, provides insurance and reinsurance brokerage, consulting, and",215.38,44.9,345.35,204.17,-37.6,0.65,37.5,271.42,26.0,Strong Downtrend,0,219.97,-2.09,False,235.86,-8.68,False,270.47,-20.37,False,28.0,0
AIZ,AIZ,"Assurant, Inc.","Assurant, Inc.",금융 서비스,"Assurant, Inc. provides protection services to connected devices, homes, and automobiles in North America, Latin America",229.8,62.7,242.33,182.42,-5.2,1.57,13.6,260.0,13.1,Neutral,3,224.01,2.58,False,226.73,1.35,True,214.23,7.27,False,55.0,1
T,T,AT&T Inc.,AT&T Inc.,커뮤니케이션 서비스,"AT&T Inc. provides telecommunications and technology services worldwide. It operates through two segments, Communication",26.2,43.0,28.8,22.76,-9.0,0.78,8.6,30.37,15.9,Neutral,3,27.35,-4.2,False,25.75,1.75,True,26.28,-0.3,True,56.0,2
ADSK,ADSK,"Autodesk, Inc.","Autodesk, Inc.",기술,"Autodesk, Inc. engages in the provision of 3D design, engineering, and entertainment technology solutions worldwide. The",237.44,48.5,326.79,218.45,-27.3,0.71,45.5,325.55,37.1,Strong Downtrend,0,240.68,-1.35,True,265.86,-10.69,False,284.81,-16.63,False,45.0,1
ATO,ATO,Atmos Energy Corporation,Atmos Energy Corporation,유틸리티,"Atmos Energy Corporation, together with its subsidiaries, engages in the regulated natural gas distribution, and pipelin",185.45,49.6,192.29,148.94,-3.6,0.8,24.1,186.82,0.7,Strong Uptrend,5,182.16,1.81,True,175.78,5.5,False,167.67,10.6,False,49.0,1
AZO,AZO,"AutoZone, Inc.","AutoZone, Inc.",경기 소비재,"AutoZone, Inc. operates as a retailer and distributor of automotive replacement parts and accessories in the United Stat",3577.91,54.9,4354.54,3244.92,-17.8,1.66,25.1,4204.74,17.5,Strong Downtrend,0,3586.41,-0.24,True,3603.44,-0.71,True,3762.12,-4.9,False,49.0,2
AVB,AVB,"AvalonBay Communities, Inc.","AvalonBay Communities, Inc.",부동산·리츠,"AvalonBay Communities, Inc., a member of the S&P 500, is an equity REIT. The firm develops, redevelops, acquires and man",172.38,55.8,204.23,159.04,-15.6,0.68,23.3,193.55,12.3,Strong Downtrend,1,170.75,0.95,True,173.36,-0.57,True,181.79,-5.18,False,44.0,2
AXON,AXON,"Axon Enterprise, Inc.","Axon Enterprise, Inc.",산업재,"Axon Enterprise, Inc. provides public safety technology solutions in the United States and internationally. The company ",397.12,43.0,870.97,345.94,-54.4,0.71,263.0,707.96,78.3,Strong Downtrend,0,455.19,-12.76,False,519.89,-23.61,False,635.69,-37.53,False,19.0,0
AVY,AVY,Avery Dennison Corporation,Avery Dennison Corporation,경기 소비재,Avery Dennison Corporation operates as a materials science and digital identification solutions company in the North Ame,165.5,40.6,196.48,155.86,-15.8,0.8,18.8,205.0,23.9,Neutral,3,178.8,-7.44,False,178.28,-7.17,False,174.44,-5.12,False,51.0,0
BALL,BALL,Ball Corporation,Ball Corporation,경기 소비재,"Ball Corporation supplies aluminum packaging products for the beverage, personal care, and household products industries",61.32,46.5,67.56,46.08,-9.2,1.23,18.6,70.86,15.6,Uptrend,4,62.74,-2.26,False,56.9,7.77,False,54.78,11.94,False,58.0,0
BRK-B,BRK-B,Berkshire Hathaway Inc.,Berkshire Hathaway Inc.,금융 서비스,"Berkshire Hathaway Inc., together with its subsidiaries, engages in the insurance, freight rail transportation, and util",469.32,39.3,539.8,459.11,-13.1,0.84,15.1,524.0,11.7,Strong Downtrend,1,486.68,-3.57,False,492.0,-4.61,False,490.71,-4.36,False,33.0,0
BAC,BAC,Bank of America Corporation,Bank of America Corporation,금융 서비스,"Bank of America Corporation, through its subsidiaries, provides various financial products and services for individual c",52.05,53.4,56.93,38.71,-8.6,0.84,12.9,62.8,20.7,Neutral,3,51.0,2.06,False,52.2,-0.29,True,49.78,4.56,False,56.0,1
BAX,BAX,Baxter International Inc.,Baxter International Inc.,헬스케어,"Baxter International Inc., through its subsidiaries, provides a portfolio of healthcare products in the United States. T",18.16,54.0,31.47,15.8,-42.3,0.75,,22.12,21.8,Strong Downtrend,0,18.68,-2.78,False,18.84,-3.61,False,22.52,-19.36,False,23.0,0
BDX,BDX,"Becton, Dickinson and Company","Becton, Dickinson and Company",헬스케어,"Becton, Dickinson and Company develops, manufactures, and sells medical supplies, devices, laboratory equipment, and dia",152.14,36.7,184.21,126.85,-17.4,0.77,24.9,191.46,25.8,Neutral,3,163.33,-6.85,False,157.69,-3.52,False,149.39,1.84,True,59.0,1
BBY,BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",경기 소비재,"Best Buy Co., Inc. offers technology products and solutions in the United States, Canada, and internationally. The compa",60.45,39.7,81.66,60.4,-26.0,0.81,12.0,72.74,20.3,Strong Downtrend,0,63.8,-5.25,False,67.49,-10.43,False,68.66,-11.96,False,33.0,0
TECH,TECH,Bio-Techne Corporation,Bio-Techne Corporation,헬스케어,"Bio-Techne Corporation, together with its subsidiaries, develops, manufactures, and sells life science reagents, instrum",54.19,45.4,71.28,46.47,-24.0,1.0,102.2,72.27,33.4,Strong Downtrend,1,56.9,-4.76,False,59.5,-8.92,False,56.65,-4.34,False,42.0,0
BX,BX,Blackstone Inc.,Blackstone Inc.,금융 서비스,"Blackstone Inc. is an alternative asset management firm specializing in private equity, venture capital, real estate, he",121.65,51.4,184.87,102.12,-34.2,0.7,31.2,143.3,17.8,Strong Downtrend,1,119.8,1.54,True,134.22,-9.37,False,145.64,-16.47,False,37.0,1
BLK,BLK,"BlackRock, Inc.","BlackRock, Inc.",금융 서비스,"BlackRock, Inc. is a publicly owned investment manager. The firm primarily provides its services to institutional, inter",1044.97,57.8,1190.14,889.36,-12.2,0.47,26.3,1254.12,20.0,Strong Downtrend,1,1021.93,2.25,False,1046.05,-0.1,True,1058.74,-1.3,True,50.0,2
XYZ,XYZ,"Block, Inc.","Block, Inc.",기술,"Block, Inc., together with its subsidiaries, builds ecosystems focused on commerce and financial products and services i",71.63,64.7,81.11,46.53,-11.7,0.73,34.1,86.25,20.4,Strong Downtrend,1,60.55,18.3,False,62.94,13.81,False,67.28,6.47,False,39.0,0
BSX,BSX,Boston Scientific Corporation,Boston Scientific Corporation,헬스케어,"Boston Scientific Corporation develops, manufactures, and markets medical devices for use in various interventional medi",62.07,42.4,108.14,59.52,-42.6,0.93,26.0,85.94,38.5,Strong Downtrend,0,70.92,-12.48,False,83.77,-25.9,False,93.18,-33.39,False,27.0,0
BA,BA,The Boeing Company,The Boeing Company,산업재,"The Boeing Company, together with its subsidiaries, designs, develops, manufactures, sells, services, and supports comme",232.44,62.2,252.15,176.26,-7.8,0.85,91.9,268.92,15.7,Downtrend,2,221.72,4.83,False,217.0,7.12,False,217.6,6.82,False,34.0,0
BK,BK,The Bank of New York Mellon Corporation,The Bank of New York Mellon Corporation,금융 서비스,The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and int,134.05,67.4,137.92,77.51,-2.8,0.7,16.6,141.96,5.9,Strong Uptrend,5,121.71,10.14,False,118.08,13.52,False,108.18,23.91,False,32.0,0
BMY,BMY,Bristol-Myers Squibb Company,Bristol-Myers Squibb Company,헬스케어,"Bristol-Myers Squibb Company discovers, develops, licenses, manufactures, markets, distributes, and sells biopharmaceuti",58.71,49.1,61.73,41.67,-4.9,0.72,17.0,63.04,7.4,Uptrend,4,59.0,-0.49,True,54.85,7.04,False,49.82,17.84,False,50.0,1
BF-B,BF-B,Brown-Forman Corporation,Brown-Forman Corporation,필수 소비재,"Brown-Forman Corporation, together with its subsidiaries, manufactures, distills, bottles, imports, exports, markets, an",28.31,55.1,34.92,22.8,-18.9,0.43,16.5,29.23,3.2,Neutral,3,27.24,3.93,False,27.36,3.47,False,27.95,1.29,True,47.0,1
BR,BR,"Broadridge Financial Solutions, Inc.","Broadridge Financial Solutions, Inc.",기술,"Broadridge Financial Solutions, Inc. provides investor communications and technology-driven solutions for the financial ",155.07,36.4,263.28,151.12,-41.1,0.69,17.2,245.88,58.6,Strong Downtrend,0,172.95,-10.34,False,197.2,-21.36,False,218.72,-29.1,False,31.0,0
BRO,BRO,"Brown & Brown, Inc.","Brown & Brown, Inc.",금융 서비스,"Brown & Brown, Inc. markets and sells insurance products and services in the United States, the United Kingdom, and inte",65.9,44.2,116.9,63.43,-43.6,0.76,20.9,79.47,20.6,Strong Downtrend,0,68.65,-4.01,False,73.95,-10.89,False,86.56,-23.87,False,19.0,0
BLDR,BLDR,"Builders FirstSource, Inc.","Builders FirstSource, Inc.",산업재,"Builders FirstSource, Inc., together with its subsidiaries, provides building materials for professional builders in new",90.04,53.5,149.21,78.85,-39.7,0.63,23.1,118.1,31.2,Strong Downtrend,0,97.11,-7.28,False,103.67,-13.15,False,114.67,-21.48,False,38.0,0
BG,BG,Bunge Global SA,Bunge Global SA,필수 소비재,Bunge Global SA operates as an agribusiness and food company worldwide. It operates through four segments: Soybean Proce,124.9,52.4,129.42,71.43,-3.5,0.57,25.3,135.56,8.5,Strong Uptrend,5,121.72,2.61,False,108.97,14.62,False,94.67,31.93,False,48.0,0
BXP,BXP,"BXP, Inc.","BXP, Inc.",부동산·리츠,"BXP, Inc. is the largest publicly traded developer, owner, and manager of premier workplaces in the United States, conce",57.73,62.0,76.36,50.74,-24.4,0.96,33.2,69.3,20.0,Strong Downtrend,1,56.25,2.63,False,61.99,-6.87,False,65.06,-11.27,False,39.0,0
CHRW,CHRW,"C.H. Robinson Worldwide, Inc.","C.H. Robinson Worldwide, Inc.",산업재,"C.H. Robinson Worldwide, Inc., together with its subsidiaries, provides freight transportation and related logistics and",183.03,60.6,199.91,85.91,-8.4,0.58,37.9,190.32,4.0,Strong Uptrend,5,178.86,2.33,False,169.94,7.7,False,141.15,29.67,False,42.0,0
CPT,CPT,Camden Property Trust,Camden Property Trust,부동산·리츠,"Camden Property Trust, an S&P 500 Company, is a real estate company. The firm is primarily engaged in the ownership, man",101.75,50.9,116.12,95.56,-12.4,0.72,28.7,114.3,12.3,Strong Downtrend,1,103.21,-1.41,True,103.67,-1.85,True,105.32,-3.39,False,44.0,2
CPB,CPB,The Campbell's Company,The Campbell's Company,필수 소비재,"The Campbell's Company, together with its subsidiaries, manufactures and markets food and beverage products in the Unite",20.62,39.6,34.68,20.0,-40.5,1.16,11.2,23.94,16.1,Strong Downtrend,0,23.72,-13.07,False,25.83,-20.17,False,28.37,-27.32,False,23.0,0
CARR,CARR,Carrier Global Corporation,Carrier Global Corporation,산업재,"Carrier Global Corporation provides intelligent climate and energy solutions in the United States, Europe, the Asia Paci",60.97,53.3,80.08,50.14,-23.9,0.83,36.1,71.03,16.5,Uptrend,4,60.52,0.74,True,57.47,6.09,False,62.11,-1.84,True,65.0,2
COF,COF,Capital One Financial Corporation,Capital One Financial Corporation,금융 서비스,"Capital One Financial Corporation operates as the financial services holding company for the Capital One, National Assoc",191.39,46.5,256.96,176.1,-25.5,1.15,58.9,256.52,34.0,Strong Downtrend,1,196.76,-2.73,False,212.7,-10.02,False,211.39,-9.46,False,42.0,0
CCL,CCL,Carnival Corporation & plc,Carnival Corporation & plc,경기 소비재,"Carnival Corporation & plc, a cruise company, provides leisure travel services in North America, Australia, Europe, and ",27.17,49.7,33.83,18.26,-19.7,0.64,12.0,34.51,27.0,Downtrend,2,28.37,-4.23,False,28.23,-3.75,False,28.11,-3.34,False,60.0,0
CAH,CAH,"Cardinal Health, Inc.","Cardinal Health, Inc.",헬스케어,"Cardinal Health, Inc. operates as a healthcare services and products company in the United States and internationally. I",199.85,34.5,229.32,134.32,-12.9,0.95,28.8,248.27,24.2,Uptrend,4,215.84,-7.41,False,209.9,-4.79,False,182.34,9.6,False,47.0,0
CVNA,CVNA,Carvana Co.,Carvana Co.,경기 소비재,"Carvana Co., together with its subsidiaries, operates an e-commerce platform for buying and selling used cars. It provid",409.08,67.8,478.45,235.02,-14.5,0.55,48.3,425.32,4.0,Neutral,3,344.16,18.86,False,373.41,9.55,False,359.13,13.91,False,16.0,0
CASY,CASY,"Casey's General Stores, Inc.","Casey's General Stores, Inc.",경기 소비재,"Casey's General Stores, Inc., together with its subsidiaries, operates convenience stores under the Casey's and Casey's ",799.55,75.3,799.55,429.51,0.0,0.44,45.9,748.06,-6.4,Strong Uptrend,5,694.92,15.06,False,630.49,26.81,False,571.09,40.0,False,5.0,0
CAT,CAT,Caterpillar Inc.,Caterpillar Inc.,산업재,"Caterpillar Inc. provides construction and mining equipment, off-highway diesel and natural gas engines, industrial gas ",830.79,70.5,835.24,303.17,-0.5,1.01,44.2,772.18,-7.1,Strong Uptrend,5,734.77,13.07,False,661.93,25.51,False,541.2,53.51,False,5.0,0
CNC,CNC,Centene Corporation,Centene Corporation,헬스케어,"Centene Corporation operates as a managed care company that provides programs and services to under-insured families, an",41.82,69.3,62.92,25.21,-33.5,1.25,,43.47,3.9,Neutral,3,38.8,7.78,False,39.54,5.77,False,39.14,6.85,False,10.0,0
CBRE,CBRE,"CBRE Group, Inc.","CBRE Group, Inc.",부동산·리츠,"CBRE Group, Inc. operates as a commercial real estate services and investment company in the United States, the United K",148.29,56.8,171.61,120.43,-13.6,0.91,33.9,178.0,20.0,Downtrend,2,145.36,2.02,False,152.94,-3.04,False,150.55,-1.5,True,49.0,1
COR,COR,"Cencora, Inc.","Cencora, Inc.",헬스케어,"Cencora, Inc. sources and distributes pharmaceutical products in the United States and internationally. The company's U.",308.19,36.4,374.11,276.4,-17.6,1.14,37.0,402.92,30.7,Strong Downtrend,1,340.93,-9.6,False,345.13,-10.7,False,321.02,-4.0,False,40.0,0
CF,CF,"CF Industries Holdings, Inc.","CF Industries Holdings, Inc.",원자재,"CF Industries Holdings, Inc., together with its subsidiaries, engages in the production of ammonia in North America, Eur",120.93,49.5,137.6,75.54,-12.1,0.65,13.5,118.05,-2.4,Strong Uptrend,5,112.8,7.21,False,96.91,24.79,False,92.59,30.61,False,48.0,0
CBOE,CBOE,"Cboe Global Markets, Inc.","Cboe Global Markets, Inc.",금융 서비스,"Cboe Global Markets, Inc., through its subsidiaries, operates as a derivatives and securities exchange network that deli",303.81,58.8,309.38,211.08,-1.8,0.82,29.2,301.64,-0.7,Strong Uptrend,5,287.78,5.57,False,272.2,11.61,False,253.71,19.75,False,38.0,0
CNP,CNP,"CenterPoint Energy, Inc.","CenterPoint Energy, Inc.",유틸리티,"CenterPoint Energy, Inc. operates as a public utility holding company in the United States. The company operates through",42.47,46.6,44.14,34.97,-3.8,1.01,26.1,46.25,8.9,Strong Uptrend,5,42.47,0.0,True,40.5,4.86,False,38.87,9.26,False,52.0,1
CRL,CRL,"Charles River Laboratories International, Inc.","Charles River Laboratories International, Inc.",헬스케어,"Charles River Laboratories International, Inc. provides drug discovery, non-clinical development, and safety testing ser",169.8,45.9,226.77,114.66,-25.1,0.84,,199.33,17.4,Strong Downtrend,1,173.13,-1.92,True,183.22,-7.32,False,170.73,-0.54,True,47.0,2
SCHW,SCHW,The Charles Schwab Corporation,The Charles Schwab Corporation,금융 서비스,"The Charles Schwab Corporation, together with its subsidiaries, operates as a savings and loan holding company that prov",88.5,36.7,106.85,78.42,-17.2,0.99,17.6,115.2,30.2,Downtrend,2,95.53,-7.36,False,96.31,-8.11,False,94.24,-6.09,False,53.0,0
CMG,CMG,"Chipotle Mexican Grill, Inc.","Chipotle Mexican Grill, Inc.",경기 소비재,"Chipotle Mexican Grill, Inc., together with its subsidiaries, owns and operates Chipotle Mexican Grill restaurants. It s",34.21,48.1,58.24,29.81,-41.3,0.93,30.0,43.66,27.6,Strong Downtrend,0,35.47,-3.55,False,35.5,-3.63,False,40.84,-16.23,False,31.0,0
CIEN,CIEN,Ciena Corporation,Ciena Corporation,기술,"Ciena Corporation, a network technology company, provides hardware, software, and services for various network operators",520.8,67.8,520.8,64.29,0.0,0.51,333.8,378.11,-27.4,Strong Uptrend,5,375.47,38.71,False,296.53,75.63,False,201.86,158.0,False,10.0,0
CVX,CVX,Chevron Corporation,Chevron Corporation,에너지,"Chevron Corporation, through its subsidiaries, engages in the integrated energy and chemicals operations in the United S",185.21,41.3,211.15,129.66,-12.3,0.81,27.9,211.48,14.2,Uptrend,4,189.74,-2.39,False,171.6,7.93,False,159.19,16.35,False,47.0,0
CHD,CHD,"Church & Dwight Co., Inc.","Church & Dwight Co., Inc.",필수 소비재,"Church & Dwight Co., Inc. develops, manufactures, and markets household, personal care, and specialty products. It opera",95.02,49.2,105.26,81.26,-9.7,1.15,31.5,101.53,6.9,Neutral,3,97.8,-2.84,False,91.68,3.64,False,92.14,3.13,False,33.0,0
CB,CB,Chubb Limited,Chubb Limited,금융 서비스,Chubb Limited provides insurance and reinsurance products worldwide. It operates in six segments: North America Commerci,326.12,47.7,341.75,265.21,-4.6,1.25,11.5,345.26,5.9,Uptrend,4,327.47,-0.41,True,313.67,3.97,False,296.29,10.07,False,50.0,1
CI,CI,The Cigna Group,The Cigna Group,헬스케어,"The Cigna Group, together with its subsidiaries, provides insurance and related products and services in the United Stat",275.64,51.9,332.99,241.71,-17.2,1.11,12.4,338.29,22.7,Downtrend,2,275.42,0.08,True,272.77,1.05,True,285.19,-3.35,False,60.0,2
